old_url,clicks,impressions,category,corrected_category,language,suggested_target_url,suggestion_basis,confidence,manual_review_required,final_action,notes
https://www.blancareal.com/fr/qui-paie-les-frais-de-commission-immobiliere-en-espagne/,51,3779,post,post,fr,https://blancareal.com/fr/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 51 clicks, 3779 impressions. Post candidate kept for manual review."
https://condesahills.blancareal.com/en/,47,978,project,project,en,https://blancareal.com/en/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 47 clicks, 978 impressions. Project microsite URL."
https://www.blancareal.com/it/faq/in-spagna-la-commissione-dellagenzia-immobiliare-e-inclusa-nel-prezzo-di-vendita/,40,1310,faq,faq,it,https://blancareal.com/it/posts/,"FAQ/editorial URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 40 clicks, 1310 impressions. FAQ detail kept for manual review."
https://condesahills.blancareal.com/es/,40,541,project,project,es,https://blancareal.com/es/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 40 clicks, 541 impressions. Project microsite URL."
https://www.blancareal.com/es/propiedad/casas-venta-mijas-costa/,38,3191,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 38 clicks, 3191 impressions."
https://www.blancareal.com/es/propiedad/local-comercial-las-terrazas-de-miraflores/,38,1936,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 38 clicks, 1936 impressions."
https://www.blancareal.com/it/,37,258,language_home,language_home,it,https://blancareal.com/it/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 37 clicks, 258 impressions."
https://www.blancareal.com/fr/,33,14540,language_home,language_home,fr,https://blancareal.com/fr/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 33 clicks, 14540 impressions."
https://www.blancareal.com/de/eigentum/almitak-wohnungen-und-penthaeuser-neubau-costa-del-sol-spanien/,33,1485,project,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 33 clicks, 1485 impressions."
https://www.blancareal.com/property/off-plan-properties-for-sale-fuengirola/,32,4998,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 32 clicks, 4998 impressions."
https://www.blancareal.com/es/propiedad/villas-de-nueva-construccion-con-vistas-al-mar-en-manilva/,32,4447,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 32 clicks, 4447 impressions."
https://www.blancareal.com/nl/begrip-van-commissiekosten-en-verantwoordelijkheden-in-spanje/,32,2608,post,post,nl,https://blancareal.com/nl/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 32 clicks, 2608 impressions. Post candidate kept for manual review."
https://www.blancareal.com/about-us/,30,1507,about,about,en,https://blancareal.com/en/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 30 clicks, 1507 impressions."
https://www.blancareal.com/property/new-houses-for-sale-in-fuengirola/,30,613,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 30 clicks, 613 impressions."
https://www.blancareal.com/fr/propriete/maisons-a-vendre-fuengirola-espagne/,26,3831,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 26 clicks, 3831 impressions."
https://www.blancareal.com/es/propiedad/exclusivas-villas-de-lujo-con-vistas-al-mar-en-mijas/,26,2799,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 26 clicks, 2799 impressions."
https://blancahills.blancareal.com/,26,2535,project,project,en,https://blancareal.com/en/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 26 clicks, 2535 impressions. Project microsite URL."
https://www.blancareal.com/es/propiedad/pisos-en-mijas-3-habitaciones/,24,1480,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 24 clicks, 1480 impressions."
https://www.blancareal.com/property/houses-sale-fuengirola-blanca-hills/,24,503,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 24 clicks, 503 impressions."
https://www.blancareal.com/es/contacto/,23,2361,contact,contact,es,https://blancareal.com/es/contact/,Contact-page variant mapped to the equivalent contact page.,high,no,approve,"GSC signal: 23 clicks, 2361 impressions."
https://www.blancareal.com/es/propiedad/piso-de-3-dormitorios-en-estepona/,20,5815,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 20 clicks, 5815 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-obra-nueva-benalmadena/balcones-del-pinillo/,20,77,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 20 clicks, 77 impressions."
https://www.blancareal.com/nl/propiedad/blanca-hills-nieuwe-woningvillas-in-torreblanca-fuengirola/,19,606,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 19 clicks, 606 impressions."
https://www.blancareal.com/it/stile-case-in-vendita-spagna/,17,2972,post,post,it,https://blancareal.com/it/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 17 clicks, 2972 impressions. Post candidate kept for manual review."
https://www.blancareal.com/property/house-for-sale-mijas/,17,1828,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 17 clicks, 1828 impressions."
https://www.blancareal.com/nl/propiedad/almitak-offplan-appartementen-en-penthouses-mijas-costa/,17,410,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 17 clicks, 410 impressions."
https://www.blancareal.com/nl/propiedad/nieuwbouw-appartementen-cancelada-estepona/,16,3147,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 16 clicks, 3147 impressions."
https://www.blancareal.com/es/dorronsoro-los-arquitectos-detras-de-calahonda-sunset/,16,1093,post,post,es,https://blancareal.com/es/post/dorronsoro-los-arquitectos-detras-de-calahonda-sunset/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 16 clicks, 1093 impressions."
https://www.blancareal.com/it/proprieta/appartamento-di-lusso-con-vista-mare-a-marbella/,15,2994,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 15 clicks, 2994 impressions."
https://www.blancareal.com/de/stil-immobilien-spanien/,14,1351,post,post,de,https://blancareal.com/de/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 14 clicks, 1351 impressions. Post candidate kept for manual review."
https://www.blancareal.com/es/propiedad/pisos-de-obra-nueva-en-cancelada-estepona-3/,14,1046,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 14 clicks, 1046 impressions."
https://www.blancareal.com/agente/marcelo-navarro/,14,110,agent,agent,en,https://blancareal.com/en/agents/,Agent detail URL mapped to the agents index pending profile-level mapping.,medium,no,approve,"GSC signal: 14 clicks, 110 impressions. Agent detail was not mapped to a specific profile in this pass."
https://www.blancareal.com/it/faqs/,13,2780,faq,faq,it,https://blancareal.com/it/posts/,"FAQ/editorial URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 13 clicks, 2780 impressions."
https://www.blancareal.com/es/propiedad/pisos-en-venta-2-3-dormitorios-con-vistas-al-mar-cerca-de-sotogrande/,13,1492,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 13 clicks, 1492 impressions."
https://www.blancareal.com/it/proprieta/case-in-vendita-spagna-andalusia/,13,1093,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 13 clicks, 1093 impressions."
https://www.blancareal.com/es/propiedad/pisos-nueva-construccion-el-higueron-fuengirola/,12,1320,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 12 clicks, 1320 impressions."
https://www.blancareal.com/it/riguardo-a-noi/,12,507,about,about,it,https://blancareal.com/it/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 12 clicks, 507 impressions."
https://www.blancareal.com/fr/propriete/local-commercial-la-cala-de-mijas-centro/,12,159,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 12 clicks, 159 impressions."
https://www.blancareal.com/nl/propiedad/penthouse-met-prive-zwembad-costa-del-sol/,11,792,property,property,nl,https://blancareal.com/nl/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 11 clicks, 792 impressions."
https://www.blancareal.com/es/como-afectaran-los-aranceles-eeuu-mercado-inmobiliario-espana-costa-del-sol/,11,444,post,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 11 clicks, 444 impressions. Post candidate kept for manual review."
https://www.blancareal.com/nl/hoe-kan-ik-mijn-woning-legaal-verhuren-aan-toeristen-in-andalusie/,10,853,post,post,nl,https://blancareal.com/nl/post/woning-aan-toeristen-verhuren-andalusie/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 10 clicks, 853 impressions."
https://www.blancareal.com/nl/propiedad/luxe-nieuwbouw-villa-in-el-higueron-fuengirola-costa-del-sol/,9,3237,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 9 clicks, 3237 impressions."
https://www.blancareal.com/de/eigentum/wohnungen-zum-verkauf-mit-1-2-oder-3-schlafzimmern-und-meerblick/,9,1277,property,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 9 clicks, 1277 impressions."
https://www.blancareal.com/de/eigentum/neu-gebaute-wohnungen-in-cancelada-estepona-3/,9,461,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 9 clicks, 461 impressions."
https://www.blancareal.com/property/houses-for-sale-fuengirola/,8,2750,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 2750 impressions."
https://www.blancareal.com/fr/propriete/appartements-a-vendre-1-2-ou-3-chambres-avec-vue-sur-la-mer-costa-del-sol/,8,1701,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 1701 impressions."
https://www.blancareal.com/es/propiedad/pisos-de-lujo-nueva-construccion-en-el-higueron/,8,1008,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 8 clicks, 1008 impressions."
https://www.blancareal.com/es/busqueda-de-inmuebles/,8,967,property_search,property_search,es,https://blancareal.com/es/properties/,Property search URL mapped to the properties index.,high,no,approve,"GSC signal: 8 clicks, 967 impressions."
https://www.blancareal.com/property/2-or-3-bedrooms-apartments-for-sale-with-sea-views-next-to-sotogrande/,8,667,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 667 impressions."
https://www.blancareal.com/es/nueva-oficina-blancareal-en-puerto-de-la-torre-malaga/,8,644,post,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 8 clicks, 644 impressions. Post candidate kept for manual review."
https://www.blancareal.com/it/proprieta/appartamenti-di-nuova-costruzione-a-cancelada-estepona-3/,8,586,project,project,it,https://blancareal.com/it/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 8 clicks, 586 impressions."
https://www.blancareal.com/de/eigentum/2-schlafzimmer-penthouse-wohnung-in-el-higueron/,8,556,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 556 impressions."
https://www.blancareal.com/es/propiedad/piso-de-2-dormitorios-en-estepona/,8,443,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 443 impressions."
https://www.blancareal.com/es/propiedad/parcela-en-venta-en-mijas/,8,379,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 379 impressions."
https://www.blancareal.com/de/eigentum/neubau-wohnung-in-la-cala-golf-mijas/,8,370,project,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 8 clicks, 370 impressions."
https://www.blancareal.com/fr/qui-sommes-nous/,8,336,about,about,fr,https://blancareal.com/fr/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 8 clicks, 336 impressions."
https://www.blancareal.com/nl/nieuwbouw/,8,336,project,project,nl,https://blancareal.com/nl/projects/,Project or new-build landing mapped to the projects index.,high,no,approve,"GSC signal: 8 clicks, 336 impressions."
https://www.blancareal.com/property/semi-detached-villa-with-sea-view/,8,241,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 8 clicks, 241 impressions."
https://www.blancareal.com/es/propiedad/piso-de-obra-nueva-en-la-cala-golf-mijas/,7,1065,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 7 clicks, 1065 impressions."
https://www.blancareal.com/fr/style-maisons-a-vendre-espagne/,7,701,post,post,fr,https://blancareal.com/fr/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 7 clicks, 701 impressions. Post candidate kept for manual review."
https://www.blancareal.com/home/,7,358,language_home,language_home,en,https://blancareal.com/en/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 7 clicks, 358 impressions."
https://www.blancareal.com/nl/wie-we-zijn/,7,347,about,about,nl,https://blancareal.com/nl/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 7 clicks, 347 impressions."
https://www.blancareal.com/it/proprieta/terreno-in-nueva-andalucia-con-progetto-marbella/,7,271,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 7 clicks, 271 impressions."
https://www.blancareal.com/nl/propiedad/condesa-hills-nieuwe-ontwikkeling-nabij-het-kasteel-van-fuengirola/,7,152,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 7 clicks, 152 impressions."
https://www.blancareal.com/es/quienes-somos-2/,7,151,about,about,es,https://blancareal.com/es/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 7 clicks, 151 impressions."
https://www.blancareal.com/fr/propriete/nouvelle-construction-appartement-a-la-cala-golf-mijas/,7,139,project,project,fr,https://blancareal.com/fr/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 7 clicks, 139 impressions."
https://www.blancareal.com/es/propiedad/apartamento-alquiler-vacacional-cerca-de-la-playa-mijas-costa/,6,3535,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 6 clicks, 3535 impressions."
https://www.blancareal.com/es/propiedad/piso-de-lujo-con-vista-al-mar-en-marbella-2/,6,2983,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 6 clicks, 2983 impressions."
https://www.blancareal.com/es/inicio-3/,6,406,language_home,language_home,es,https://blancareal.com/es/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 6 clicks, 406 impressions."
https://www.blancareal.com/de/eigentum/wohnungen-zu-verkaufen-2-3-schlafzimmer-mit-blick-manilva/,6,240,property,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 6 clicks, 240 impressions."
https://www.blancareal.com/de/eigentum/wohnung-kaufen-rincon-de-la-victoria/,6,210,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 6 clicks, 210 impressions."
https://condesahills.blancareal.com/wp-content/uploads/2024/09/plano-condesa-hills-tipo-2.pdf,6,104,asset_pdf,project,en,https://blancareal.com/en/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 6 clicks, 104 impressions. PDF asset kept for manual handling."
https://www.blancareal.com/es/5-reasons-invest-costa-del-sol-given-instability-middle-east/,6,65,post,post,es,https://blancareal.com/es/post/5-reasons-invest-costa-del-sol-given-instability-middle-east/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 6 clicks, 65 impressions."
https://www.blancareal.com/es/propiedad/pisos-en-venta-fuengirola/,5,1787,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 5 clicks, 1787 impressions."
https://www.blancareal.com/es/propiedad/casa-en-venta-en-marbella/,5,1032,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 5 clicks, 1032 impressions."
https://www.blancareal.com/de/wie-kann-ich-meine-immobilie-legal-an-touristen-in-andalusien-vermieten/,5,427,post,post,de,https://blancareal.com/de/post/wohnung-an-touristen-vermieten-andalusien/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 5 clicks, 427 impressions."
https://www.blancareal.com/nl/over-ons/,5,276,about,about,nl,https://blancareal.com/nl/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 5 clicks, 276 impressions."
https://www.blancareal.com/agente/blanca-real/,5,265,agent,agent,en,https://blancareal.com/en/agents/,Agent detail URL mapped to the agents index pending profile-level mapping.,medium,no,approve,"GSC signal: 5 clicks, 265 impressions. Agent detail was not mapped to a specific profile in this pass."
https://www.blancareal.com/fr/propriete/appartements-2-ou-3-chambres-avec-vue-mer-manilva/,5,250,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 5 clicks, 250 impressions."
https://www.blancareal.com/es/propiedad/terreno-en-venta-mijas/,5,247,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 5 clicks, 247 impressions."
https://www.blancareal.com/de/eigentum/neubau-penthouse-in-el-higueron/,5,212,project,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 5 clicks, 212 impressions."
https://www.blancareal.com/it/proprieta/casa-a-schiera-con-vista-panoramica-e-terrazza-a-malaga-centro/,5,209,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 5 clicks, 209 impressions."
https://www.blancareal.com/fr/inicio/,5,144,language_home,language_home,fr,https://blancareal.com/fr/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 5 clicks, 144 impressions."
https://www.blancareal.com/property/local-comercial-las-terrazas-de-miraflores/,5,125,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 5 clicks, 125 impressions."
https://www.blancareal.com/es/ubicacion-ubicacion/manilva/,5,110,category_or_archive,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 5 clicks, 110 impressions."
https://www.blancareal.com/property/penthouse-with-private-pool-for-sale-in-estepona/,4,2081,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 4 clicks, 2081 impressions."
https://www.blancareal.com/es/propiedad/pisos-obra-nueva-estepona-costa-del-sol/,4,2038,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 4 clicks, 2038 impressions."
https://www.blancareal.com/contacto/,4,1877,contact,contact,en,https://blancareal.com/en/contact/,Contact-page variant mapped to the equivalent contact page.,high,no,approve,"GSC signal: 4 clicks, 1877 impressions."
https://www.blancareal.com/property/villa-for-sale-in-marbella/,4,1863,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 4 clicks, 1863 impressions."
https://www.blancareal.com/nl/propiedad/nieuwbouwappartementen-in-fuengirola-costa-del-sol/,4,1065,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 4 clicks, 1065 impressions."
https://www.blancareal.com/es/propiedad/pisos-de-lujo-con-vistas-al-mar-en-ojen/,4,1024,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 4 clicks, 1024 impressions."
https://www.blancareal.com/it/come-affittare-legalmente-la-propria-casa-ai-turisti-in-andalusia/,4,311,post,post,it,https://blancareal.com/it/post/affittare-casa-ai-turisti-andalusia/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 4 clicks, 311 impressions."
