old_url,target_url,redirect_type,source,confidence,status,notes
https://www.blancareal.com/blancareal-new-sales-office-at-puerto-de-la-torre-costa-del-sol/,https://blancareal.com/en/posts/,301,core,medium,approved_section_fallback,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/blog/,https://blancareal.com/en/posts/,301,core,high,approved,Validated against a live route in the new site.
https://www.blancareal.com/category/new-develpments/,https://blancareal.com/en/posts/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive is content-driven and maps to the posts index as the closest live section. GSC signal: 0 clicks, 220 impressions."
https://www.blancareal.com/category/partners/,https://blancareal.com/en/posts/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive is content-driven and maps to the posts index as the closest live section. GSC signal: 0 clicks, 86 impressions."
https://www.blancareal.com/category/real-estate-news/,https://blancareal.com/en/posts/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive is content-driven and maps to the posts index as the closest live section. GSC signal: 2 clicks, 33 impressions."
https://www.blancareal.com/contact/,https://blancareal.com/en/contact/,301,core,high,approved,Validated against a live route in the new site.
https://www.blancareal.com/contacto/,https://blancareal.com/en/contact/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a contact page variant and maps to the real contact section for the same language. GSC signal: 4 clicks, 1877 impressions."
https://www.blancareal.com/de/blog/,https://blancareal.com/de/posts/,301,core,high,approved,Validated against a live route in the new site.
https://www.blancareal.com/de/dorronsoro-architekturbirma-hinter-calahonda-sunset/,https://blancareal.com/de/post/dorronsoro-architekten-hinter-calahonda-sunset/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 2 clicks, 109 impressions."
https://www.blancareal.com/de/eigentum/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 91 impressions."
https://www.blancareal.com/de/eigentum/2-schlafzimmer-penthouse-wohnung-in-el-higueron/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 8 clicks, 556 impressions."
https://www.blancareal.com/de/eigentum/3-zimmer-wohnung-in-marbella/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 62 impressions."
https://www.blancareal.com/de/eigentum/3-zimmer-wohnung-mit-meerblick-in-estepona-costa-del-sol/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 163 impressions."
https://www.blancareal.com/de/eigentum/almitak-wohnungen-und-penthaeuser-neubau-costa-del-sol-spanien/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 33 clicks, 1485 impressions."
https://www.blancareal.com/de/eigentum/exklusives-luxusvillenprojekt-mit-meerblick-in-costa-del-sol/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 503 impressions."
https://www.blancareal.com/de/eigentum/grundstueck-in-nueva-andalucia-mit-projekt-marbella/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 2 clicks, 64 impressions."
https://www.blancareal.com/de/eigentum/haus-kaufen-marbella-palo-alto/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 3 clicks, 322 impressions."
https://www.blancareal.com/de/eigentum/haus-kaufen-nagueles-marbella/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 4 clicks, 127 impressions."
https://www.blancareal.com/de/eigentum/haus-spanien-kaufen/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 226 impressions."
https://www.blancareal.com/de/eigentum/hauser-verkauf-fuengirola-blanca-hills/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 1 clicks, 461 impressions."
https://www.blancareal.com/de/eigentum/luxurioese-neubauwohnung-in-el-higueron/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 3 clicks, 68 impressions."
https://www.blancareal.com/de/eigentum/luxury-villa-nueva-andalucia-marbella/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 70 impressions."
https://www.blancareal.com/de/eigentum/luxus-landhaus-kaufen-estepona/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 1959 impressions."
https://www.blancareal.com/de/eigentum/luxuswohnung-mit-meerblick-in-marbella-2/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 69 impressions."
https://www.blancareal.com/de/eigentum/luxuswohnung-mit-meerblick-in-marbella/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 113 impressions."
https://www.blancareal.com/de/eigentum/luxuswohnungen-mit-meerblick-in-costa-del-sol/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 3 clicks, 1056 impressions."
https://www.blancareal.com/de/eigentum/neu-gebaute-wohnungen-in-cancelada-estepona-3/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 9 clicks, 461 impressions."
https://www.blancareal.com/de/eigentum/neu-gebaute-wohnungen-in-el-higueron-fuengirola/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 10 impressions."
https://www.blancareal.com/de/eigentum/neu-gebaute-wohnungen-mit-meerblick-in-benalmadena-pueblo-malaga-spanien-2/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 63 impressions."
https://www.blancareal.com/de/eigentum/neubau-penthouse-in-el-higueron/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 5 clicks, 212 impressions."
https://www.blancareal.com/de/eigentum/neubau-wohnung-in-la-cala-golf-mijas/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 8 clicks, 370 impressions."
https://www.blancareal.com/de/eigentum/neubauwohnungen-in-el-higueron-fuengirola/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 1 clicks, 24 impressions."
https://www.blancareal.com/de/eigentum/neue-hauser-kaufen-in-fuengirola/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 77 impressions."
https://www.blancareal.com/de/eigentum/oekologisch-nachhaltige-luxusvilla-in-mijas/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 21 impressions."
https://www.blancareal.com/de/eigentum/spektakulaere-villa-in-calahonda/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 101 impressions."
https://www.blancareal.com/de/eigentum/stadtgrundstueck-zum-verkauf-torrox-malaga/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 14 impressions."
https://www.blancareal.com/de/eigentum/villa-manilva-mit-meerblick/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 157 impressions."
https://www.blancareal.com/de/eigentum/wohnung-kaufen-rincon-de-la-victoria/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 6 clicks, 210 impressions."
https://www.blancareal.com/de/eigentum/wohnung-mieten-mijas-costa/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 50 impressions."
https://www.blancareal.com/de/eigentum/wohnungen-neubau-fuengirola-costa-del-sol/,https://blancareal.com/de/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 0 clicks, 105 impressions."
https://www.blancareal.com/de/eigentum/wohnungen-zu-verkaufen-2-3-schlafzimmer-mit-blick-manilva/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 6 clicks, 240 impressions."
https://www.blancareal.com/de/eigentum/wohnungen-zum-verkauf-mit-1-2-oder-3-schlafzimmern-und-meerblick/,https://blancareal.com/de/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 9 clicks, 1277 impressions."
https://www.blancareal.com/de/haeufig-gestellte-fragen/,https://blancareal.com/de/contact/,301,gsc_missing,medium,proposed_from_gsc_missing,"No dedicated FAQ route exists in the new site, so the safest known fallback is the language contact page. GSC signal: 1 clicks, 142 impressions."
https://www.blancareal.com/de/inicio/,https://blancareal.com/de/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a language home variant and maps to the equivalent language homepage. GSC signal: 3 clicks, 376 impressions."
https://www.blancareal.com/de/steuern-haus-kaufen-spanien/,https://blancareal.com/de/post/steuern-zahlen-costa-del-sol-immobilie/,301,core,high,approved,Matched to the live German version of the current taxes guide.
https://www.blancareal.com/de/ueber-uns/,https://blancareal.com/de/about/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is an about page variant and maps to the real about section for the same language. GSC signal: 3 clicks, 84 impressions."
https://www.blancareal.com/de/warum-haus-in-spanien-kaufen-mit-immobilienagentur/,https://blancareal.com/de/post/warum-haus-kaufen-malaga-mit-immobilienagentur/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 0 clicks, 84 impressions."
https://www.blancareal.com/de/wie-kann-ich-meine-immobilie-legal-an-touristen-in-andalusien-vermieten/,https://blancareal.com/de/post/wohnung-an-touristen-vermieten-andalusien/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 5 clicks, 427 impressions."
https://www.blancareal.com/dorronsoro-architeture-firm-behind-calahonda-sunset/,https://blancareal.com/en/post/dorronsoro-architects-behind-calahonda-sunset/,301,core,high,approved,Validated against a live route in the new site.
https://www.blancareal.com/es/,https://blancareal.com/es/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a language home variant and maps to the equivalent language homepage. GSC signal: 3 clicks, 35 impressions."
https://www.blancareal.com/es/5-reasons-invest-costa-del-sol-given-instability-middle-east/,https://blancareal.com/es/post/5-reasons-invest-costa-del-sol-given-instability-middle-east/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 6 clicks, 65 impressions."
https://www.blancareal.com/es/agente/eva-valero/,https://blancareal.com/es/agents/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy URL belongs to an agent section; the live agents index is the closest validated section-level target. GSC signal: 2 clicks, 95 impressions. Agent detail was not mapped to a specific profile in this pass."
https://www.blancareal.com/es/alquilar-mi-vivienda-para-turistas/,https://blancareal.com/es/post/alquilar-mi-vivienda-para-turistas/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 3 clicks, 441 impressions."
https://www.blancareal.com/es/blog/,https://blancareal.com/es/posts/,301,core,high,approved,Validated against a live route in the new site.
https://www.blancareal.com/es/busqueda-de-inmuebles/,https://blancareal.com/es/properties/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a property search page and maps to the live properties index for the same language. GSC signal: 8 clicks, 967 impressions."
https://www.blancareal.com/es/category/obra-nueva/,https://blancareal.com/es/posts/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive is content-driven and maps to the posts index as the closest live section. GSC signal: 1 clicks, 99 impressions."
https://www.blancareal.com/es/category/partner/,https://blancareal.com/es/posts/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive is content-driven and maps to the posts index as the closest live section. GSC signal: 0 clicks, 151 impressions."
https://www.blancareal.com/es/category/real-estate/,https://blancareal.com/es/posts/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive is content-driven and maps to the posts index as the closest live section. GSC signal: 0 clicks, 278 impressions."
https://www.blancareal.com/es/certificados-de-eficiencia-energetica-de-clase-a/,https://blancareal.com/es/posts/,301,core,medium,approved_section_fallback,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/comercializacion-inmobiliaria-costa-del-sol/,https://blancareal.com/es/commercialization/,301,core,high,approved,Validated against a live route in the new site.
https://www.blancareal.com/es/consejos-para-nueva-inversion-dar-de-alta-la-luz/,https://blancareal.com/es/posts/,301,core,medium,approved_section_fallback,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/contacto/,https://blancareal.com/es/contact/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a contact page variant and maps to the real contact section for the same language. GSC signal: 23 clicks, 2361 impressions."
https://www.blancareal.com/es/dorronsoro-los-arquitectos-detras-de-calahonda-sunset/,https://blancareal.com/es/post/dorronsoro-los-arquitectos-detras-de-calahonda-sunset/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 16 clicks, 1093 impressions."
https://www.blancareal.com/es/el-precio-de-la-eficiencia-energetica-una-comparativa-desde-ahorro-en-luz-hasta-sostenibilidad/,https://blancareal.com/es/posts/,301,core,medium,approved_section_fallback,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/gastos-comprar-piso-en-malaga/,https://blancareal.com/es/post/impuestos-pagar-propiedad-costa-del-sol/,301,core,high,approved,Matched to the live Spanish version of the current taxes guide.
https://www.blancareal.com/es/inicio-3/,https://blancareal.com/es/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a language home variant and maps to the equivalent language homepage. GSC signal: 6 clicks, 406 impressions."
https://www.blancareal.com/es/nuestras-promociones/,https://blancareal.com/es/projects/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a projects or new-build landing and maps to the live projects index for the same language. GSC signal: 115 clicks, 3102 impressions."
https://www.blancareal.com/es/nueva-colaboracion-para-obra-nueva/,https://blancareal.com/es/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy URL strongly signals a project or promotion page, so the projects index is the safest live target. GSC signal: 1 clicks, 57 impressions."
https://www.blancareal.com/es/obra-nueva/,https://blancareal.com/es/projects/,301,gsc_missing,high,proposed_from_gsc_missing,"Legacy URL is a projects or new-build landing and maps to the live projects index for the same language. GSC signal: 92 clicks, 3075 impressions."
https://www.blancareal.com/es/porque-comprar-casa-con-agencia/,https://blancareal.com/es/post/por-que-comprar-casa-malaga-con-agencia-inmobiliaria/,301,gsc_missing,high,proposed_from_gsc_missing,"A translated editorial equivalent exists in the new site audit and was reused as the candidate target. GSC signal: 2 clicks, 1671 impressions."
https://www.blancareal.com/es/preguntas-frecuentes/,https://blancareal.com/es/contact/,301,gsc_missing,medium,proposed_from_gsc_missing,"No dedicated FAQ route exists in the new site, so the safest known fallback is the language contact page. GSC signal: 0 clicks, 100 impressions."
https://www.blancareal.com/es/prestacion-propiedad/obra-nueva/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive/filter URL is property-driven and maps to the live properties index as the closest section. GSC signal: 2 clicks, 30 impressions."
https://www.blancareal.com/es/prestacion-propiedad/obra-nueva/page/5/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy archive/filter URL is property-driven and maps to the live properties index as the closest section. GSC signal: 1 clicks, 5 impressions."
https://www.blancareal.com/es/propiedad/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 73 impressions."
https://www.blancareal.com/es/propiedad/3-bedrooms-penthouse-las-lagunas-mijas/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 11 impressions."
https://www.blancareal.com/es/propiedad/adosada-3-habitaciones-vistas-panoramicas-y-azotea-malaga-centro/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 2 clicks, 299 impressions."
https://www.blancareal.com/es/propiedad/adosado-con-vistas-a-costa-de-fuengirola-costa-del-sol/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 2 clicks, 220 impressions."
https://www.blancareal.com/es/propiedad/adosado-en-las-lagunas-de-mijas/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 2 clicks, 30 impressions."
https://www.blancareal.com/es/propiedad/almitak-pisos-y-aticos-de-obra-nueva-mijas-costa/,https://blancareal.com/es/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 451 clicks, 17562 impressions."
https://www.blancareal.com/es/propiedad/alquiler-piso-en-la-cala-de-mijas/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 52 impressions."
https://www.blancareal.com/es/propiedad/apartamento-alquiler-vacacional-cerca-de-la-playa-mijas-costa/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 6 clicks, 3535 impressions."
https://www.blancareal.com/es/propiedad/apartamento-de-lujo-de-nueva-construccion-en-el-higueron/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 77 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-de-nueva-construccion-en-el-higueron-fuengirola/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 95 clicks, 4583 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-en-benahavis-marbella/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 61 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-en-fuengirola/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 4 clicks, 178 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-obra-nueva-benalmadena/,https://blancareal.com/es/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 202 clicks, 7382 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-obra-nueva-benalmadena/balcones-del-pinillo/,https://blancareal.com/es/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 20 clicks, 77 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-obra-nueva-benalmadena/obra-nueva-en-benalmadena-balcones-del-pinillo/,https://blancareal.com/es/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 1 clicks, 111 impressions."
https://www.blancareal.com/es/propiedad/atico-3-hab-obra-nueva-el-higueron-fuengirola/,https://blancareal.com/es/projects/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL looks like a promotion or new-build project, so the safest candidate is the projects index. GSC signal: 0 clicks, 143 impressions."
https://www.blancareal.com/es/propiedad/atico-3-o-4-dormitorios-estepona-cerca-de-la-playa/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 2 clicks, 341 impressions."
https://www.blancareal.com/es/propiedad/atico-de-nueva-construccion-en-el-higueron/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 0 clicks, 132 impressions."
https://www.blancareal.com/es/propiedad/aticos-con-vistas-al-mar-en-estepona/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 1 clicks, 143 impressions."
https://www.blancareal.com/es/propiedad/aticos-de-lujo-de-nueva-construccion-en-el-higueron-fuengirola/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 3 clicks, 793 impressions."
https://www.blancareal.com/es/propiedad/casa-en-venta-en-marbella/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 5 clicks, 1032 impressions."
https://www.blancareal.com/es/propiedad/casa-en-venta-en-mijas-costa/,https://blancareal.com/es/properties/,301,gsc_missing,medium,proposed_from_gsc_missing,"Legacy property URL has no validated like-for-like match in this pass, so the safest candidate is the properties index. GSC signal: 2 clicks, 279 impressions."
