old_url,target_url,redirect_type,match_strategy,status,notes
https://www.blancareal.com/property/new-construction-luxury-villa-with-swimming-pool-in-el-higueron-fuengirola/,https://blancareal.com/en/projects/,301,projects_index_fallback,approved_section_fallback,Top candidates are close (34 vs 32). Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/properties-for-sale-in-mijas-costa/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/2-3-bedroom-apartments-sea-views-sotogrande/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/luxury-villa-nueva-andalucia-marbella/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/plot-for-sale-mijas-costa/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/beautiful-modern-1st-floor-apartment-las-lagunas-de-mijas/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,Top candidates are close (42 vs 34). Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/3-story-family-home-fuengirola/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/townhouse-with-sea-and-fuengirola-views-costa-del-sol/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,Top candidates are close (34 vs 34). Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/almitak-offplan-appartements-and-penthouses-mijas-costa/,https://blancareal.com/en/projects/,301,projects_index_fallback,approved_section_fallback,Top candidates are close (34 vs 34). Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/almitak-offplan-apartments-and-penthouses-mijas-costa/,https://blancareal.com/en/projects/,301,projects_index_fallback,approved_section_fallback,Top candidates are close (34 vs 34). Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/plot-for-sale-in-mijas-costa/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/exclusive-luxury-villa-san-pedro-alcantara/,https://blancareal.com/en/properties/,301,properties_index_fallback,approved_section_fallback,No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals. Closest safe fallback is the general properties catalogue.
